userID,placeID,Cactivity,Cambience,Cbudget,Cchildren,Ccolor,Ccuisine,Cdress,Cdrink,Cinterest,Cmaritalstatus,Cpayment,Cpersonality,Creligion,Csmoker,Ctransport,Raccessibility,Ralcohol,Rambience,Rarea,Rcuisine,Rdress,Rfranchise,Rotherservices,Rparking,Rpayment,Rprice,Rsmoking,averageHoursOpen,birth_year,food_rating,height,numDaysOpen,rating,service_rating,weight
1068,132733,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1988.0,1.0,1.57,7.0,1.0,0.0,72.0
1068,132594,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.142857142857143,1988.0,1.0,1.57,7.0,1.0,1.0,72.0
1068,132660,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1988.0,0.0,1.57,7.0,0.0,0.0,72.0
1067,132584,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1987.0,2.0,1.73,7.0,2.0,2.0,92.0
1067,132733,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1987.0,1.0,1.73,7.0,1.0,1.0,92.0
1067,132732,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,1987.0,2.0,1.73,7.0,1.0,2.0,92.0
1067,132630,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1987.0,0.0,1.73,7.0,1.0,1.0,92.0
1067,135104,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,67.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,10.071428571428571,1987.0,0.0,1.73,7.0,0.0,0.0,92.0
1067,132560,1.0,1.0,1.0,1.0,3.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1987.0,0.0,1.73,7.0,1.0,0.0,92.0
1103,132584,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1989.0,2.0,1.9,7.0,1.0,1.0,120.0
1103,132732,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,1989.0,0.0,1.9,7.0,0.0,2.0,120.0
1103,132630,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,2.0,1.9,7.0,1.0,0.0,120.0
1103,132613,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.7142857142857144,1989.0,2.0,1.9,7.0,2.0,2.0,120.0
1103,132667,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,2.0,1.9,7.0,1.0,2.0,120.0
1103,135104,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,67.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,10.071428571428571,1989.0,2.0,1.9,7.0,1.0,0.0,120.0
1103,132663,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,0.0,1.9,7.0,1.0,2.0,120.0
1103,132733,3.0,2.0,1.0,1.0,3.0,67.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1989.0,2.0,1.9,7.0,2.0,2.0,120.0
1107,132660,1.0,2.0,2.0,1.0,2.0,67.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,2.0,1.79,7.0,2.0,1.0,87.0
1107,132584,1.0,2.0,2.0,1.0,2.0,67.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1989.0,2.0,1.79,7.0,2.0,2.0,87.0
1107,132733,1.0,2.0,2.0,1.0,2.0,67.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1989.0,2.0,1.79,7.0,2.0,2.0,87.0
1044,135088,3.0,1.0,1.0,2.0,5.0,67.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1969.0,2.0,1.73,7.0,2.0,2.0,85.0
1044,132583,3.0,1.0,1.0,2.0,5.0,67.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.678571428571429,1969.0,2.0,1.73,7.0,1.0,1.0,85.0
1044,134987,3.0,1.0,1.0,2.0,5.0,67.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,1969.0,0.0,1.73,7.0,0.0,0.0,85.0
1044,134986,3.0,1.0,1.0,2.0,5.0,67.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,54.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,10.071428571428571,1969.0,2.0,1.73,7.0,2.0,2.0,85.0
1044,132768,3.0,1.0,1.0,2.0,5.0,67.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.857142857142857,1969.0,2.0,1.73,7.0,2.0,2.0,85.0
1070,132608,1.0,2.0,0.0,1.0,3.0,67.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1991.0,2.0,1.6,7.0,2.0,1.0,47.0
1070,132609,1.0,2.0,0.0,1.0,3.0,67.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.357142857142857,1991.0,1.0,1.6,7.0,1.0,1.0,47.0
1070,132613,1.0,2.0,0.0,1.0,3.0,67.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.7142857142857144,1991.0,1.0,1.6,7.0,1.0,0.0,47.0
1031,132663,0.0,0.0,1.0,2.0,7.0,67.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.5,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1992.0,0.0,1.6,7.0,0.0,0.0,40.0
1031,132665,0.0,0.0,1.0,2.0,7.0,67.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.5,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1992.0,0.0,1.6,7.0,0.0,0.0,40.0
1031,132668,0.0,0.0,1.0,2.0,7.0,67.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.5,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1992.0,0.0,1.6,7.0,0.0,0.0,40.0
1082,132630,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,1.0,1.69,7.0,1.0,1.0,63.0
1082,132613,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.7142857142857144,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132594,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.142857142857143,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132608,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132609,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.357142857142857,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132663,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132560,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132732,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1082,132733,1.0,2.0,1.0,1.0,0.0,67.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1989.0,0.0,1.69,7.0,0.0,0.0,63.0
1023,132715,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1988.0,0.0,1.79,7.0,0.0,0.0,103.0
1023,132717,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1988.0,0.0,1.79,7.0,0.0,0.0,103.0
1023,132740,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1988.0,0.0,1.79,7.0,0.0,0.0,103.0
1023,132733,1.0,2.0,0.0,1.0,2.0,67.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1988.0,2.0,1.79,7.0,2.0,2.0,103.0
1060,132564,1.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1991.0,2.0,1.84,7.0,2.0,2.0,82.0
1060,132717,1.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1991.0,2.0,1.84,7.0,2.0,2.0,82.0
1060,132733,1.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1991.0,1.0,1.84,7.0,2.0,2.0,82.0
1060,132740,1.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1991.0,2.0,1.84,7.0,1.0,1.0,82.0
1015,135071,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1989.0,0.0,1.67,7.0,0.0,0.0,87.0
1015,132845,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7142857142857142,1989.0,1.0,1.67,7.0,1.0,1.0,87.0
1015,132866,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.571428571428571,1989.0,1.0,1.67,7.0,0.0,1.0,87.0
1015,132870,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357142857142857,1989.0,0.0,1.67,7.0,0.0,1.0,87.0
1015,135054,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,85.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.142857142857143,1989.0,1.0,1.67,7.0,1.0,1.0,87.0
1015,132869,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,77.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.571428571428571,1989.0,2.0,1.67,7.0,2.0,2.0,87.0
1015,132851,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.571428571428571,1989.0,1.0,1.67,7.0,1.0,1.0,87.0
1015,132877,1.0,1.0,1.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,1.0,1.67,7.0,1.0,2.0,87.0
1123,132733,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.5,2.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1987.0,2.0,1.75,7.0,1.0,1.0,110.0
1123,132608,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1987.0,2.0,1.75,7.0,1.0,1.0,110.0
1123,135104,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.5,2.0,2.0,1.0,0.0,67.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,10.071428571428571,1987.0,2.0,1.75,7.0,2.0,2.0,110.0
1123,132584,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.142857142857143,1987.0,2.0,1.75,7.0,1.0,0.0,110.0
1123,132667,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1987.0,2.0,1.75,7.0,1.0,1.0,110.0
1123,132740,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1987.0,1.0,1.75,7.0,1.0,1.0,110.0
1123,132613,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.7142857142857144,1987.0,2.0,1.75,7.0,1.0,1.0,110.0
1123,132594,1.0,1.0,1.0,1.0,3.0,67.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.142857142857143,1987.0,1.0,1.75,7.0,1.0,1.0,110.0
1021,132740,1.0,1.0,1.0,0.0,4.0,77.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1984.0,2.0,1.62,7.0,2.0,1.0,108.0
1021,132668,1.0,1.0,1.0,0.0,4.0,77.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1984.0,2.0,1.62,7.0,2.0,2.0,108.0
1021,132715,1.0,1.0,1.0,0.0,4.0,77.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1984.0,2.0,1.62,7.0,2.0,1.0,108.0
1026,132626,1.0,1.0,1.0,1.0,1.0,67.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,57.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.071428571428571,1989.0,2.0,1.55,7.0,2.0,2.0,49.0
1026,132561,1.0,1.0,1.0,1.0,1.0,67.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,1.0,1.55,7.0,1.0,1.0,49.0
1026,132706,1.0,1.0,1.0,1.0,1.0,67.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.714285714285714,1989.0,2.0,1.55,7.0,0.0,0.0,49.0
1026,132654,1.0,1.0,1.0,1.0,1.0,67.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,0.0,1.55,7.0,0.0,0.0,49.0
1026,132665,1.0,1.0,1.0,1.0,1.0,67.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071428571428571,1989.0,2.0,1.55,7.0,2.0,2.0,49.0
1083,135034,3.0,2.0,1.0,1.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,1981.0,2.0,1.6,7.0,2.0,2.0,40.0
1083,132723,2.0,2.0,1.0,1.5,6.0,67.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.5,2.0,2.0,1.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.928571428571429,1981.0,1.0,1.6,7.0,1.0,1.0,40.0
1083,135046,3.0,2.0,1.0,1.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.357142857142857,1981.0,2.0,1.6,7.0,2.0,1.0,40.0
1083,132572,2.0,2.0,1.0,1.5,6.0,67.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.5,2.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.071428571428571,1981.0,2.0,1.6,7.0,2.0,2.0,40.0
1083,135049,2.0,2.0,1.0,1.5,6.0,67.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4285714285714284,1981.0,0.0,1.6,7.0,0.0,0.0,40.0
1083,135072,3.0,2.0,1.0,1.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.214285714285714,1981.0,2.0,1.6,7.0,1.0,2.0,40.0
1083,135074,2.0,2.0,1.0,1.5,6.0,67.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.5,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.071428571428571,1981.0,2.0,1.6,7.0,2.0,2.0,40.0
1083,132755,2.0,1.5,1.0,1.5,6.0,67.0,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,67.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,10.071428571428571,1981.0,2.0,1.6,7.0,2.0,2.0,40.0
